TokenizedText;TF-IDF;TF-IDF sum;Words quantity;Label;True Label
['appears', 'discontent', 'amongst', 'establishment', 'bite'];[0.53856938 0.53856938 0.47836338 0.53856938 0.53856938];2.632640920144434;5;0;0
['enjoying', 'night', 'drive'];[0.89761564 0.63823189 0.89761564 0.         0.        ];0.0;3;0;1
['love', 'outfit'];[0.75837783 1.04539346 0.         0.         0.        ];0.0;2;0;0
['usa', 'improving', 'young', 'santa', 'clara'];[0.53856938 0.53856938 0.53856938 0.47836338 0.53856938];2.632640920144434;5;0;0
['character', 'character', 'calling', 'bei', 'sure'];[0.95672677 2.28831528 0.53856938 0.53856938 0.53856938];3.9040234299994365;5;0;0
['pennsylvania', 'silently', 'slipping', 'poverty', 'revitalizing'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['tag', 'artist', 'think', 'slept', 'comment'];[0.47836338 0.47836338 0.36954978 0.53856938 0.39877538];0.0;5;0;0
['tear', 'fear', 'mad', 'world'];[0.55393142 0.67321173 0.67321173 0.4346511  0.        ];0.0;4;0;0
['ripout', 'letting', 'gun', 'lead', 'finisher'];[0.53856938 0.53856938 0.53856938 0.47836338 0.53856938];2.632640920144434;5;1;1
['also', 'hairstyle', 'kunal', 'khemu'];[0.52269673 0.67321173 0.67321173 0.67321173 0.        ];0.0;4;0;0
['dnf', 'currently', 'stage', 'upcoming', 'dnf'];[1.07713877 0.53856938 0.53856938 0.47836338 2.90056981];4.456071964697889;5;1;1
['side', 'side', 'bias', 'reporting', 'informed'];[1.07713877 2.90056981 0.53856938 0.53856938 0.53856938];4.516277963830686;5;0;0
['available', 'everywhere', 'dm', 'cd', 'version'];[0.39877538 0.47836338 0.41815739 0.44314513 0.47836338];0.0;5;0;0
['brave', 'saying', 'however', 'result', 'worth'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['favourite', 'soundtrack', 'ever'];[0.73857522 0.89761564 0.66462564 0.         0.        ];0.0;3;0;0
['czech', 'tennis', 'renata', 'voracova', 'hotel'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['nation', 'pose', 'asian', 'nation', 'taiwan'];[0.76587827 0.53856938 0.53856938 1.4664238  0.53856938];3.082131953358281;5;0;0
['good', 'morning', 'hope', 'wonderful', 'week'];[0.38293913 0.47836338 0.41815739 0.53856938 0.38293913];0.0;5;0;0
['point', 'symbol', 'hundred', 'point', 'symbol'];[0.95672677 1.07713877 0.47836338 2.28831528 2.90056981];5.667248475420097;5;0;0
['philippe', 'coutinho', 'golazo'];[0.89761564 0.89761564 0.89761564 0.         0.        ];0.0;3;0;0
['church', 'donated', 'drum', 'use', 'general'];[0.53856938 0.53856938 0.47836338 0.47836338 0.47836338];2.512228921878842;5;0;0
['disagree', 'jonathan', 'sumption', 'powerful', 'ignored'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['s', 's', 'twentieth', 'century', 'fascist'];[0.88629027 1.96377609 0.53856938 0.53856938 0.53856938];3.5794842397979676;5;0;0
['unique', 'shop', 'replica', 'clothing'];[0.52269673 0.67321173 0.49846923 0.59795423 0.        ];0.0;4;0;0
['season', 'fleeting', 'moment', 'felt', 'season'];[0.83631477 0.53856938 0.53856938 0.53856938 1.74855599];3.3642641427997524;5;0;0
['kei', 'kamara', 'douala', 'good', 'luck'];[0.53856938 0.53856938 0.53856938 0.38293913 0.47836338];0.0;5;0;0
['graham', 'hood', 'graham', 'hood', 'interview'];[1.07713877 1.07713877 2.90056981 2.90056981 0.53856938];6.339709008384141;5;0;0
['custom', 'hoodies'];[1.04539346 1.19590846 0.         0.         0.        ];0.0;2;0;0
['president', 'elect', 'president', 'elect', 'pres'];[0.83631477 1.07713877 1.74855599 2.90056981 0.53856938];5.187695187353208;5;0;0
['play', 'play', 'super', 'bomberman', 'est'];[0.71590277 1.28129195 0.53856938 0.53856938 0.53856938];2.8970001022316336;5;1;1
['photographer', 'pink', 'calm', 'liar', 'tote'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['death', 'dy', 'collides', 'clone', 'look'];[0.47836338 0.47836338 0.53856938 0.53856938 0.41815739];2.4520229227460453;5;1;1
['dizzy', 'unreleased', 'sega', 'megadrive', 'dizzy'];[1.07713877 0.53856938 0.53856938 0.53856938 2.90056981];4.516277963830686;5;1;1
['scene', 'dark', 'source', 'scene', 'brighter'];[1.07713877 0.53856938 0.53856938 2.90056981 0.53856938];4.516277963830686;5;1;1
['volume', 'almost', 'announcement', 'preview', 'meantime'];[0.53856938 0.53856938 0.53856938 0.47836338 0.53856938];2.632640920144434;5;0;0
['match', 'remarkable', 'wait', 'match', 'thursday'];[0.88629027 0.53856938 0.53856938 1.96377609 0.53856938];3.5794842397979676;5;0;0
['freebie', 'honest', 'tax', 'payer', 'freebie'];[1.07713877 0.47836338 0.53856938 0.53856938 2.90056981];4.456071964697889;5;0;0
['inclusive', 'kind', 'build', 'diverse', 'necessary'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['research', 'strong', 'expansion', 'medicaid', 'mississippi'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['make', 'world', 'beautiful'];[0.52630119 0.5795348  0.69692898 0.         0.        ];0.0;3;0;0
['globetrotter', 'pumped', 'honor', 'greatest', 'basketball'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['need', 'comeback', 'need', 'grandma', 'down'];[0.67713877 0.53856938 1.14629228 0.53856938 0.53856938];2.7620004284089013;5;0;0
['susil', 'premajayantha', 'vehicle', 'trying', 'fool'];[0.47836338 0.47836338 0.53856938 0.44314513 0.53856938];0.0;5;0;0
['katie', 'piper', 'ego', 'phase', 'eight'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['determined', 'make', 'happy'];[0.89761564 0.53788856 0.5795348  0.         0.        ];0.0;3;0;0
['product', 'two', 'hat', 'two', 'hat'];[0.53856938 1.07713877 0.95672677 2.90056981 2.28831528];5.727454474552893;5;0;0
['party', 'party', 'issuing', 'fundraising', 'presidential'];[0.71590277 1.28129195 0.53856938 0.53856938 0.53856938];2.8970001022316336;5;0;0
['bodybuilding'];[2.69284692 0.         0.         0.         0.        ];0.0;1;0;0
['seemed', 'poker', 'lifestyle', 'spiraling', 'control'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;1
['skirt', 'die'];[1.34642346 1.34642346 0.         0.         0.        ];0.0;2;0;0
['staff', 'compulsory', 'nh', 'staff', 'covid'];[1.07713877 0.53856938 0.53856938 2.90056981 0.44314513];4.420853712886753;5;0;0
['parrikar', 'party', 'party', 'parrikar', 'rafael'];[1.07713877 0.71590277 1.28129195 2.90056981 0.53856938];4.7204311467850895;5;0;0
['favorite', 'sport', 'model', 'elisarose', 'sg'];[0.47836338 0.33856938 0.47836338 0.53856938 0.53856938];0.0;5;0;0
['retweet', 'follow', 'u', 'daily', 'post'];[0.53856938 0.47836338 0.31578071 0.44314513 0.41815739];2.1940160004735416;5;0;0
['proactively', 'conscious', 'opportunist', 'taking', 'contribute'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['skill', 'gain', 'user', 'skill', 'target'];[0.95672677 0.53856938 0.53856938 2.28831528 0.53856938];3.9040234299994365;5;1;1
['music', 'soul', 'word', 'mind'];[0.32815892 0.67321173 0.59795423 0.55393142 0.        ];0.0;4;0;0
['advice', 'received', 'simple', 'stay', 'consistent'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.632640920144434;5;0;0
['style', 'truly', 'described', 'effortless'];[0.59795423 0.59795423 0.67321173 0.67321173 0.        ];0.0;4;0;0
['discussing', 'plan', 'band', '2022'];[0.67321173 0.59795423 0.67321173 0.38667972 0.        ];0.0;4;0;0
['may', 'black', 'may', 'ost', 'sketching'];[0.88629027 0.53856938 1.96377609 0.53856938 0.53856938];3.5794842397979676;5;1;1
['affect', 'police', 'sentencing', 'court', 'bill'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['album', 'pride', 'dragon', 'east', 'lit'];[0.44314513 0.53856938 0.53856938 0.53856938 0.53856938];2.5974226683332975;5;0;0
['dedicated', 'follower', 'fashion'];[0.89761564 0.73857522 0.53788856 0.         0.        ];0.0;3;0;0
['overcoat', 'breasted', 'button', 'welt', 'pocket'];[0.53856938 0.53856938 0.47836338 0.53856938 0.53856938];2.632640920144434;5;0;0
['veer', 'savarkar', 'veer', 'savarkar', 'agree'];[1.07713877 1.07713877 2.90056981 2.90056981 0.53856938];6.339709008384141;5;0;0
['ghost', 'arcade', 'largest', 'arcade', '845'];[0.53856938 1.07713877 0.53856938 2.90056981 0.53856938];4.516277963830686;5;1;1
['bass', 'kinda', 'thing'];[0.89761564 0.89761564 0.61591629 0.         0.        ];0.0;3;0;0
['jrpgs', 'button', 'intuitive', 'eating', 'drinking'];[0.53856938 0.47836338 0.53856938 0.53856938 0.53856938];2.632640920144434;5;1;1
['coalition', 'disability', 'putting', 'fundraiser', 'bingo'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;0
['many', 'ocean', 'many', 'ocean', 'experience'];[0.71590277 0.95672677 1.28129195 2.28831528 0.53856938];4.108176612953841;5;0;0
['education', 'system', 'education', 'system', 'playful'];[1.07713877 0.88629027 2.90056981 1.96377609 0.53856938];5.402915284351423;5;0;0
['design', 'design', 'outfit', 'fashion', 'outfit'];[1.07713877 2.90056981 0.83631477 0.32273313 1.74855599];4.971858938143684;5;0;0
['utd', 'rangnick', 'concedes', 'sale', 'happen'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['nketiah', 'arsenal', 'contract', 'set', 'expire'];[0.53856938 0.44314513 0.47836338 0.47836338 0.53856938];2.4770106700677053;5;0;0
['listening', 'orchestra', 'musician', 'beautifully', 'loved'];[0.53856938 0.53856938 0.47836338 0.53856938 0.53856938];2.632640920144434;5;0;0
['drop', 'anyone', 'zara', 'boot', 'hit'];[0.44314513 0.47836338 0.53856938 0.44314513 0.47836338];2.3815864191237726;5;0;0
['hard', 'hitting', 'interested', 'via', 'email'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;0
['cyborg', 'mercenary', 'cyborg', 'mercenary', 'fire'];[1.07713877 1.07713877 2.90056981 2.90056981 0.44314513];6.244284757440209;5;1;1
['aboard', 'air', 'force', 'joint', 'andrew'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['incitement', 'ensuing', 'deadly', 'frolic', 'democracy'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['already', 'race', 'play', 'available', 'race'];[0.47836338 0.95672677 0.38293913 0.41815739 2.28831528];3.56777518252432;5;1;1
['yo', 'men', 'look', 'woody', 'harrelson'];[0.53856938 0.41815739 0.41815739 0.53856938 0.53856938];2.4520229227460453;5;0;0
['belt', 'easy', 'dressing', 'classic', 'flamboyant'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['love', 'love', 'battlefield', 'pat', 'benatar'];[0.61868755 0.95693572 0.53856938 0.53856938 0.53856938];0.0;5;0;0
['truth', 'dare', 'game', 'truth', 'dare'];[1.07713877 1.07713877 0.24608978 2.90056981 2.90056981];6.04722940880435;5;1;1
['mother', '60', 's', '70', 's'];[0.53856938 0.53856938 0.88629027 0.53856938 1.96377609];3.579484239797968;5;0;0
['officer', 'poll', 'alleging', 'bjp', 'worker'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['powerspace', 'tour', '2007', 'remembering', 'funny'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['got', 'covered', 'song', 'grooving', 'tonight'];[0.38293913 0.53856938 0.33856938 0.53856938 0.44314513];0.0;5;0;0
['simulate', 'deterioration', 'occurs', 'sufferer', 'dementia'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['cost', 'meghan', 'imo', 'helm', 'accident'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['move', 'silly', 'adjust', 'course', 'move'];[0.95672677 0.53856938 0.53856938 0.53856938 2.28831528];3.9040234299994365;5;0;0
['life', 'pmmodiji', 'life', 'life', 'citizen'];[1.1488174  0.53856938 2.1996357  4.21163295 0.53856938];5.288771720791143;5;0;0
['rumor', 'psvr', 'backwards', 'compatible', 'psvr'];[0.53856938 1.07713877 0.44314513 0.47836338 2.90056981];4.360647713753957;5;1;1
['find', 'chanel', 'brand', 'amazing', 'saving'];[0.47836338 0.53856938 0.47836338 0.44314513 0.53856938];2.4770106700677053;5;0;0
['list', 'debate'];[1.34642346 1.19590846 0.         0.         0.        ];0.0;2;0;0
['lyric', 'girl', 'lyric', 'alone', 'girl'];[1.07713877 1.07713877 2.90056981 0.53856938 2.90056981];6.339709008384141;5;0;0
['opinion', 'ted', 'cruz', 'hate', 'think'];[0.53856938 0.53856938 0.53856938 0.47836338 0.41815739];2.5122289218788416;5;0;0
['preserve', 'tale', 'narrate', 'handmade', 'accessory'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.632640920144434;5;0;0
['time', 'top', 'famous', 'male', 'model'];[0.32273313 0.44314513 0.53856938 0.47836338 0.47836338];0.0;5;0;0
['runner', 'runner', 'runner', 'credit', 'seafoamserpent'];[1.43509015 3.43247292 8.20984681 0.53856938 0.53856938];9.286985581989464;5;0;0
['living', 'hell', 'crueltysquad', 'fanart', 'masterpiece'];[0.47836338 0.53856938 0.53856938 0.53856938 0.53856938];2.632640920144434;5;1;1
['develop', 'exercise', 'habit', 'achieve', 'physical'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['latest', 'day', 'night', 'office', 'wear'];[0.47836338 0.32273313 0.39877538 0.53856938 0.47836338];2.216804670934909;5;0;0
['petticoat', 'petticoat', 'petticoat', 'desired', 'shape'];[ 1.61570815  4.35085472 11.71618572  0.53856938  0.53856938];12.793324492367766;5;0;0
['th', 'th', 'th', 'th', 'yesmen'];[ 2.15427754  5.80113962 15.62158097 42.06652618  0.53856938];42.60509556295162;5;0;0
['wba', 'ibf', 'wbo', 'igbo', '23'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['react', 'real', 'encounter', 'huggy', 'wuggy'];[0.53856938 0.47836338 0.53856938 0.53856938 0.53856938];2.632640920144434;5;1;1
['raju', 'serious', 'jagan', 'price', 'hike'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['6', 'extraction', 'clicked', 'gamepass', 'glitch'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;1
['top', 'champion', 'league', 'scorer', 'performer'];[0.44314513 0.47836338 0.53856938 0.53856938 0.53856938];2.537216669200501;5;0;0
['arrested', 'people', 'arrested', 'people', 'tortured'];[1.07713877 0.73909955 2.90056981 1.36567037 0.53856938];4.804809564446823;5;0;0
['find', 'brand', 'latest', 'palm', 'replica'];[0.47836338 0.47836338 0.47836338 0.53856938 0.44314513];2.4168046709349094;5;0;0
['anyone', 'believe', 'mobile', 'ad', 'point'];[0.47836338 0.44314513 0.47836338 0.47836338 0.47836338];2.3565986718021126;5;1;1
['clean', 'loud', '1977', 'gibson', 'tough'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['cpac', 'massive', 'hungary', 'gop', 'terrifying'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['identity', 'surf', 'board', 'affirm', 'identity'];[0.95672677 0.53856938 0.53856938 0.53856938 2.28831528];3.9040234299994365;5;0;0
['step', 'inside', 'strangely', 'roomy', 'tardis'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;1
['dot', 'flame', 'unicorn', 'shark', 'wing'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['unable', 'repair', 'phone', 'youth', 'suicide'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;1
['acting', 'chairman', 'member', 'acting', 'vote'];[1.07713877 0.53856938 0.44314513 2.90056981 0.44314513];4.325429461942821;5;0;0
['finished', 'video', 'virus', 'offensive', 'soon'];[0.47836338 0.44314513 0.53856938 0.53856938 0.44314513];2.441792418256569;5;1;1
['oh', 'cool', 'fashion', 'angel', 'life'];[0.47836338 0.41815739 0.33856938 0.47836338 0.39877538];0.0;5;0;0
['naughty', 'cryptobiote', 'death', 'stranding', 'made'];[0.53856938 0.53856938 0.47836338 0.53856938 0.44314513];2.5372166692005016;5;1;0
['illmakelovetoyou', 'boyz', '2men', 'boyz2', 'jejeje'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['missing', 'la', 'little', 'extra', 'today'];[0.47836338 0.53856938 0.39877538 0.53856938 0.33856938];0.0;5;0;0
['including', '9', 'dozen', 'injured', 'nyc'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['single', 'drop', 'week', '1', '21'];[0.47836338 0.44314513 0.39877538 0.38293913 0.47836338];2.181586419123773;5;0;0
['fitted', 'custom', 'ensemble', '1975'];[0.67321173 0.55393142 0.67321173 0.59795423 0.        ];0.0;4;0;0
['follow', 'collection', '2020'];[0.79727231 0.79727231 0.89761564 0.         0.        ];0.0;3;0;0
['waiting', 'bus', 'wanted', 'multiplication', 'square'];[0.53856938 0.53856938 0.44314513 0.53856938 0.53856938];2.5974226683332975;5;1;1
['seen', 'video'];[1.19590846 1.10786283 0.         0.         0.        ];0.0;2;0;0
['layout', 'story', 'layout', 'process', 'breakdown'];[1.07713877 0.53856938 2.90056981 0.53856938 0.53856938];4.516277963830686;5;1;1
['lawson', 'cuphead', 'maybe', 'better', 'trophy'];[0.53856938 0.53856938 0.47836338 0.47836338 0.53856938];2.572434921011638;5;1;1
['ai', 'behavior', 'fish', 'person', 'worn'];[0.53856938 0.47836338 0.53856938 0.53856938 0.53856938];2.632640920144434;5;1;1
['sprint', 'sprint', 'al', '2019', 'jscr'];[0.95672677 2.28831528 0.53856938 0.53856938 0.53856938];3.9040234299994365;5;0;0
['one', 'gaming', 'one', 'lara', 'croft'];[0.63156143 0.53856938 0.99717459 0.53856938 0.53856938];2.6128827410830704;5;1;1
['training', 'mauritius', 'academy', 'sport'];[0.67321173 0.67321173 0.59795423 0.46193722 0.        ];0.0;4;0;0
['johnson', 'blonde', 'highlight', 'denim', 'monica'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['danger', 'replace', 'blind', 'allegiance', 'reasoned'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['good', 'song'];[0.95734783 0.8693022  0.         0.         0.        ];0.0;2;0;0
['married', 'man', 'trying', 'living', 'playing'];[0.53856938 0.47836338 0.44314513 0.47836338 0.44314513];2.381586419123773;5;1;1
['2010', 'microsoft', 'game', '755142110444', 'ebay'];[0.53856938 0.53856938 0.26252714 0.53856938 0.53856938];2.416804670934909;5;1;1
['cover', 'moody', 'blue', 'white', 'satin'];[0.47836338 0.53856938 0.53856938 0.47836338 0.53856938];2.572434921011638;5;0;0
['covid', 'case', 'covid', 'case', 'later'];[0.88629027 0.95672677 1.96377609 2.28831528 0.53856938];4.790660750520175;5;0;0
['telangana', 'telangana', 'news', 'leo', 'news'];[1.07713877 2.90056981 0.95672677 0.53856938 2.28831528];5.727454474552893;5;0;0
['csto', 'summit', 'president', 'pm', 'operative'];[0.53856938 0.53856938 0.44314513 0.47836338 0.53856938];2.5372166692005016;5;0;0
['biden', 'resulted', 'setting', 'illegal', 'immigration'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['best', 'best', 'best', 'best', 'forward'];[ 1.59510153  3.18043612  6.34139816 12.6439674   0.53856938];13.182536787917618;5;0;0
['class', 'session'];[1.19590846 1.19590846 0.         0.         0.        ];0.0;2;0;0
['leader', 'want', 'leader', 'want', 'pissed'];[0.88629027 0.95672677 1.96377609 2.28831528 0.53856938];4.790660750520175;5;0;0
['even', 'yet', 'grown', 'thank', 'youuu'];[0.47836338 0.47836338 0.53856938 0.44314513 0.53856938];2.4770106700677053;5;1;1
['bos', 'rodgers', 'reluctant', 'rush', 'vardy'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['last', 'night', 'plot', 'twist', 'said'];[0.53856938 0.41815739 0.53856938 0.53856938 0.47836338];0.0;5;0;0
['one', 'one', 'bathroom', '8', 'ago'];[0.63156143 0.99717459 0.53856938 0.53856938 0.47836338];2.5526767419502745;5;1;1
['new', 'music', 'coming', 'soon'];[0.38667972 0.33760606 0.47867392 0.55393142 0.        ];0.0;4;0;0
['everton', 'chapter', 'goodison', 'supporting', 'toffee'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['became', 'compatible', 'surprise', 'increase', 'value'];[0.53856938 0.47836338 0.53856938 0.53856938 0.53856938];2.632640920144434;5;1;1
['area', '51', '2005', 'surveillance', 'familiar'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;1
['fight', 'hand', 'fight', 'getting', 'dislike'];[0.88629027 0.47836338 1.96377609 0.47836338 0.53856938];3.4590722415323754;5;0;0
['vr', 'sex', 'simulator', 'worst', 'embarrassing'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;1
['believe', 'first', 'drawing', 'tawna', 'crash'];[0.44314513 0.35795139 0.47836338 0.53856938 0.53856938];2.3565986718021126;5;1;1
['song', 'coming', '11', 'am', 'pst'];[0.34772088 0.38293913 0.53856938 0.53856938 0.53856938];2.346368167312636;5;0;0
['government', 'committed', 'boosting', 'agriculture', 'job'];[0.47836338 0.53856938 0.53856938 0.53856938 0.44314513];2.5372166692005016;5;0;0
['sunday', 'ride'];[1.10786283 1.34642346 0.         0.         0.        ];0.0;2;0;0
['turn', 'tg', 'minute', 'ireland', 'dublin'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['failure', 'breathe', 'meanwhile', 'choking', 'might'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;1
['beauty', 'woman'];[1.34642346 0.95734783 0.         0.         0.        ];0.0;2;0;0
['race', 'ever', 'hypercar', 'race', 'start'];[0.95672677 0.44314513 0.53856938 2.28831528 0.47836338];3.748393179922708;5;0;0
['jungkook', 'spotify', 'ohmygod'];[0.89761564 0.79727231 0.89761564 0.         0.        ];0.0;3;0;0
['wimbledon', 'still', 'nba', 'final', 'tonight'];[0.53856938 0.44314513 0.53856938 0.44314513 0.44314513];2.4065741664454325;5;0;0
['fast', 'furious'];[1.19590846 1.19590846 0.         0.         0.        ];0.0;2;0;0
['denial', 'climate', 'warming', 'visible', 'planet'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['bomba', 'shed', 'kenya', 'security', 'expect'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['minecraft', 'minecraft', 'connect', 'render', 'graph'];[0.95672677 2.28831528 0.53856938 0.53856938 0.53856938];3.9040234299994365;5;1;1
['well', 'finish', 'drawing', 'pending', '2021'];[0.47836338 0.53856938 0.47836338 0.53856938 0.41815739];2.4520229227460457;5;1;0
['today', 'worked', 'second', 'environment', 'game'];[0.33856938 0.47836338 0.47836338 0.47836338 0.28281866];0.0;5;1;1
['wave', 'country', 'politician', 'brought', 'never'];[0.53856938 0.44314513 0.53856938 0.53856938 0.47836338];2.537216669200501;5;0;0
['predicting', 'score', 'burkina', 'faso', 'prediction'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;1
['name', 'duo', 'wrong', 'answer'];[0.59795423 0.67321173 0.59795423 0.59795423 0.        ];0.0;4;0;0
['music', 'music', 'magazine', 'january', 'edition'];[0.5401697  0.72945825 0.47836338 0.47836338 0.47836338];2.1645484036906817;5;0;0
['thread', '0', 'cm', 'az', '021'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['present', 'bhakts', 'destroying', 'harmony', 'progress'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['song', 'got', 'feeling', 'like'];[0.4346511  0.49846923 0.67321173 0.4346511  0.        ];0.0;4;0;0
['let', 'u', 'dress', 'baggy', 'na'];[0.41815739 0.33856938 0.41815739 0.53856938 0.53856938];0.0;5;0;0
['appreciate', 'local', 'farmer', 'never', 'happens'];[0.53856938 0.53856938 0.53856938 0.47836338 0.47836338];2.572434921011638;5;1;1
['thesis', 'titled', 'interwar', 'bucharest', '2023'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['grinding', 'home', 'studio', 'coming', 'month'];[0.53856938 0.41815739 0.44314513 0.38293913 0.47836338];2.2611744208581803;5;0;0
['pablo', 'mari', 'weighing', 'brazil', 'return'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.632640920144434;5;0;0
['could', 'believe', 'artwork', 'show', 'everywhere'];[0.47836338 0.44314513 0.53856938 0.44314513 0.47836338];2.3815864191237726;5;0;0
['rooftop', 'pizza', 'cooool', 'else', 'wish'];[0.53856938 0.53856938 0.53856938 0.47836338 0.47836338];2.572434921011638;5;0;0
['collectable', 'quest', 'significantly', 'contributed', 'time'];[0.53856938 0.53856938 0.53856938 0.53856938 0.34772088];2.5019984173893652;5;1;1
['streaming', 'royalty', 'dispute', 'domino', 'matter'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['review', 'strategy', 'revenue', 'growth', 'press'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['aw', '22', 'forget', 'pray', 'liberia'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['page', 'single', 'mention', 'missing', 'something'];[0.47836338 0.47836338 0.53856938 0.47836338 0.47836338];2.4520229227460453;5;0;0
['snippet', 'gameplay', 'footage', 'tonight', 'playtest'];[0.53856938 0.53856938 0.53856938 0.44314513 0.53856938];0.0;5;1;1
['film', 'history', 'history', 'film', 'episode'];[0.95672677 0.95672677 2.28831528 2.28831528 0.47836338];5.054993941588847;5;1;1
['furious', 'discover', 'hurling', 'fastest', 'grass'];[0.47836338 0.47836338 0.53856938 0.47836338 0.53856938];2.5122289218788416;5;0;0
['took', 'photo', 'hoping', 'shit', 'productive'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['election', 'united', 'kingdom', 'tomorrow', 'would'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['working', 'home', 'baby', 'actually', 'write'];[0.47836338 0.41815739 0.53856938 0.47836338 0.53856938];2.4520229227460453;5;0;0
['got', 'p', 'p', 'game', 'p'];[ 0.39877538  1.61570815  4.35085472  0.2924796  11.71618572];12.407440707224907;5;1;1
['birmingham', 'barclaysfawsl', 'broadcast', 'sky', 'kick'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
