TokenizedText;TF-IDF;TF-IDF sum;Words quantity;TF-IDF mean;Label;True Label
['time', 'time', 'contestant', 'innovate', 'creative'];[0.56563733 0.79986397 0.53856938 0.53856938 0.53856938];2.337525217405017;20;0.596241888813597;0;0
['know', 'esperanza', 'spalding'];[0.5795348  0.89761564 0.89761564 0.         0.        ];2.3747660827974553;3;0.7915886942658183;0;0
['react', 'real', 'encounter', 'huggy', 'wuggy'];[0.53856938 0.47836338 0.53856938 0.53856938 0.53856938];2.2733915379996215;8;0.5265281840288868;0;0
['best', 'best', 'best', 'midfielder', 'best'];[1.32116339 2.18184087 3.60321034 0.53856938 5.95053698];4.419376305713434;10;2.7190641921745993;1;1
['preview', 'trailer', 'concert', 'concert', 'hall'];[0.47836338 0.53856938 1.07713877 2.90056981 0.47836338];3.5030558537712757;8;1.0946009466551971;0;0
['emission', 'production', 'production', 'carbon', 'emission'];[1.07713877 1.07713877 2.90056981 0.53856938 2.90056981];3.544906036893995;16;1.6987973087611852;0;0
['muse', 'muse', 'hopping', 'muse', 'emotionally'];[ 1.61570815  4.35085472  0.53856938 11.71618572  0.53856938];4.6128557509195165;22;3.7519774724661255;0;0
['opportunity', 'bag', 'blocsport', '1', 'token'];[0.39877538 0.41815739 0.53856938 0.38293913 0.47836338];2.122579598132258;6;0.4433609341869818;1;1
['added', 'environment', 'footstep', 'sound', 'effect'];[0.47836338 0.47836338 0.53856938 0.44314513 0.47836338];2.416804670934909;5;0.48336093418698184;0;0
['invitation', 'central', 'asian', 'parade', 'masterstroke'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.3520568190532765;12;0.5385693838554461;0;0
['general', 'election', 'united', 'kingdom', 'tomorrow'];[0.47836338 0.44314513 0.47836338 0.53856938 0.47836338];2.2604228583073263;8;0.48336093418698184;0;0
['brunswick', 'coalition', 'disability', 'fundraiser', 'bingo'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.280991413329898;12;0.5385693838554461;0;1
['loud', '1977', 'gibson', 'le', 'tough'];[0.53856938 0.53856938 0.53856938 0.47836338 0.53856938];2.349064029959671;11;0.5265281840288868;0;0
['rope', 'physic', 'bone', 'subsequent', 'rig'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.3595135859438967;9;0.5385693838554461;0;0
['retweet', 'love', 'follow', 'daily', 'post'];[0.53856938 0.32273313 0.39877538 0.47836338 0.41815739];2.029135047103969;6;0.43131973436042254;0;0
['66', 'switzerland', '0', 'draw', '85'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.401998417389365;10;0.5385693838554461;1;1
['cameraman', 'heavy', 'camera', 'mostly', 'winner'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.3338742936518067;10;0.5265281840288868;1;1
['truth', 'dare', 'game', 'truth', 'dare'];[1.07713877 1.07713877 0.24913778 2.90056981 2.90056981];3.084932917281949;24;1.6409109875074963;0;0
['jrpgs', 'button', 'intuitive', 'eating', 'drinking'];[0.53856938 0.47836338 0.53856938 0.53856938 0.53856938];2.324623547023982;11;0.5265281840288868;0;0
['work', 'screw', 'work', 'shrugging', 'upside'];[0.69544176 0.53856938 1.20909812 0.53856938 0.53856938];2.4288825422945077;12;0.7040496066129249;0;0
['agent', 'refusing', 'answer', 'club', 'offer'];[0.53856938 0.53856938 0.47836338 0.47836338 0.53856938];2.4052181698192325;8;0.5144869842023275;1;1
['discover', 'eden', 'hazard'];[0.79727231 0.89761564 0.89761564 0.         0.        ];2.5925035873892366;3;0.8641678624630788;1;1
['got', 'got', 'p', 'p', 'p'];[ 0.67713877  1.14629228  1.61570815  4.35085472 11.71618572];4.492494123754811;23;3.901235927834638;0;0
['cover', 'moody', 'blue', 'white', 'satin'];[0.41815739 0.53856938 0.47836338 0.47836338 0.53856938];2.3002486297049156;7;0.49040458454920904;0;0
['play', 'play', 'play', 'play', 'piano'];[1.39088353 2.41819624 4.20428664 7.30959129 0.47836338];4.273312146206068;17;3.160264215087319;0;0
['dance', 'yeartwo', 'creating', 'titanic', 'kid'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.1702066706458405;15;0.5265281840288868;0;0
['poland', '5000', '10000', 'running', 'tram'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.4552888054002717;27;0.5385693838554461;1;1
['1971', 'sabbath', 'released', 'second', 'paranoid'];[0.47836338 0.53856938 0.44314513 0.47836338 0.53856938];2.256598671802113;10;0.49540213401354105;0;0
['going', 'asking', 'friend'];[0.59658564 0.89761564 0.66462564 0.         0.        ];2.158826922167909;3;0.7196089740559697;1;1
['stock', 'belt', 'dressing', 'clean', 'flamboyant'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.446549650097609;11;0.5385693838554461;0;0
['reached', 'match', 'remarkable', 'match', 'thursday'];[0.53856938 0.95672677 0.53856938 2.28831528 0.53856938];2.659554639393204;14;0.9721500398889473;1;1
['modi', 'paid', 'attention', 'falling', 'infrastructure'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.4773461857233974;17;0.5385693838554461;0;0
['honored', 'speaking', 'amongst', 'trailblazer', 'feb'];[0.53856938 0.53856938 0.47836338 0.53856938 0.53856938];2.451653914053527;6;0.5265281840288868;0;0
['became', 'compatible', 'surprise', 'increase', 'value'];[0.53856938 0.47836338 0.53856938 0.53856938 0.53856938];2.2986560418406703;10;0.5265281840288868;0;0
['working', 'home', 'baby', 'actually', 'write'];[0.38293913 0.41815739 0.47836338 0.44314513 0.47836338];2.0439643681235613;7;0.44019368434507683;0;0
['death', 'dy', 'collides', 'clone', 'look'];[0.41815739 0.44314513 0.53856938 0.53856938 0.41815739];2.155305098276939;8;0.47131973436042257;0;0
['favourite', 'soundtrack', 'ever'];[0.89761564 0.89761564 0.66462564 0.         0.        ];2.4598569178318903;3;0.8199523059439634;1;0
['fuse', 'ad', 'meme', 'meme', 'ad'];[0.53856938 0.95672677 1.07713877 2.90056981 2.28831528];4.089738698649469;10;1.5522640023418168;0;0
['tale', 'craft', 'story', 'narrate', 'handmade'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.4921602555012425;9;0.5385693838554461;0;0
['staff', 'compulsory', 'nh', 'staff', 'covid'];[1.07713877 0.53856938 0.53856938 2.90056981 0.41815739];3.9658524306167267;22;1.0946009466551971;0;0
['republican', 'sponsor', 'republican', 'gubernatorial', 'senatorial'];[1.07713877 0.53856938 2.90056981 0.53856938 0.53856938];3.228657732883074;11;1.1186833463083157;0;0
['deep', 'ball', 'shoulder', 'catching', 'axis'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.220242441294463;14;0.5385693838554461;0;1
['2', 'year', 'day', 'live', '1983'];[0.33029085 0.2924796  0.30335113 0.41815739 0.53856938];1.7126229388785532;7;0.37656966957864035;0;0
['oh', 'cool', 'fashion', 'angel', 'life'];[0.47836338 0.41815739 0.31578071 0.44314513 0.35795139];2.0133980030751526;5;0.40267960061503055;0;0
['hair', 'hair', '3', '3', 'make'];[0.95672677 2.28831528 0.73909955 1.36567037 0.29774539];2.704723295685007;23;1.1295114710469756;0;0
['looking', 'onboard', 'industry', 'park', 'austria'];[0.47836338 0.53856938 0.47836338 0.44314513 0.53856938];2.1402361071958897;9;0.49540213401354105;0;0
['kieran', 'trippier', 'packing', 'premier', 'return'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.520829778897812;7;0.5265281840288868;1;1
['decry', 'california', 'opening', 'forcing', 'caregiver'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.44009165257674;14;0.5385693838554461;0;0
['also', 'hairstyle', 'kunal', 'khemu'];[0.46193722 0.67321173 0.67321173 0.67321173 0.        ];2.481572409273666;4;0.6203931023184165;0;0
['walk', 'portal', 'transport', 'time'];[0.59795423 0.59795423 0.59795423 0.35352333 0.        ];2.147386022291037;4;0.5368465055727593;0;0
['balinese', 'aw', 'forget', 'pray', 'liberia'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.244568284649061;20;0.5385693838554461;0;0
['including', '9', 'dozen', 'injured', 'nyc'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.5833814663085097;11;0.5385693838554461;0;0
['one', 'one', 'bathroom', '8', 'ago'];[0.52505427 0.68920497 0.53856938 0.47836338 0.44314513];2.0066916124731833;10;0.5348674282646251;0;0
['tapper', 'cooper', 'confronted', 'veritas', 'producer'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.4258719937591797;17;0.5385693838554461;0;0
['feature', 'focusing', 'thinking', 'movement', 'ability'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.221190403797225;12;0.5265281840288868;0;0
['cherry', 'music', 'glockenspiel', 'music', 'lesson'];[0.53856938 0.52505427 0.53856938 0.68920497 0.47836338];2.11692562627123;10;0.5539522784534116;0;0
['bomb', 'cyberfunk', 'announced', 'cloud', 'platform'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.4201164707841336;8;0.5265281840288868;0;0
['light', 'addiction', 'friend', 'get', 'stuck'];[0.47836338 0.53856938 0.39877538 0.31578071 0.53856938];2.149501687946384;6;0.4540116497631726;0;0
['bit', 'dart', 'rockstar', '13', 'dart'];[0.47836338 1.07713877 0.53856938 0.47836338 2.90056981];3.4951854978272046;7;1.0946009466551971;0;0
['interest', 'interest', 'uk', 'group', 'group'];[1.07713877 2.90056981 0.44314513 0.88629027 1.96377609];3.196054332146947;24;1.454184013388282;1;1
['utd', 'rangnick', 'concedes', 'sale', 'happen'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.504703171987242;8;0.5385693838554461;1;1
['enter', 'mulberry', 'twig', 'cast', 'silver'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.30717940827499;11;0.5385693838554461;0;0
['practice', 'often', 'always', 'making', 'music'];[0.47836338 0.53856938 0.38293913 0.41815739 0.26622382];2.084253104598594;5;0.41685062091971886;0;0
['oh', 'cool', 'fashion', 'angel', 'life'];[0.47836338 0.41815739 0.32273313 0.44314513 0.35795139];2.020350424326995;5;0.4040700848653991;0;0
['dewy', 'melon', 'treat', 'commissioned', 'reply'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.317865344525353;17;0.5385693838554461;0;0
['amazed', 'different', 'deliver', 'message', 'paul'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.3037712940854083;12;0.5265281840288868;0;0
['tear', 'fear', 'mad', 'world'];[0.55393142 0.67321173 0.67321173 0.42321173 0.        ];2.3235666055973145;4;0.5808916513993286;0;0
['fun', 'interesting', 'podcast', 'pop', 'star'];[0.53856938 0.44314513 0.47836338 0.53856938 0.44314513];2.1654643777211224;8;0.4883584836513138;0;0
['problem', 'spike', 'protein', 'problem', 'permeate'];[1.07713877 0.53856938 0.53856938 2.90056981 0.53856938];3.20498251427785;13;1.1186833463083157;0;0
['teach', 'someone', 'teach', 'people', 'people'];[1.07713877 0.53856938 2.90056981 0.69544176 1.20909812];3.9909325904078;18;1.2841635690657944;0;0
['jonathan', 'sumption', 'powerful', 'analysis', 'ignored'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.3290268990411787;16;0.5385693838554461;0;0
['bodybuilding'];[2.69284692 0.         0.         0.         0.        ];2.69284691927723;1;2.69284691927723;1;1
['year', 'year', 'year', 'lesson', 'lesson'];[0.89323616 1.32978474 1.97968636 0.95672677 2.28831528];2.5119867168723764;23;1.4895498599970478;1;1
['unending', 'resource', 'social', 'service', 'specifically'];[0.53856938 0.47836338 0.53856938 0.44314513 0.53856938];2.3389895458965446;10;0.5074433338401003;0;0
['2010', 'microsoft', 'game', '755142110444', 'ebay'];[0.53856938 0.53856938 0.25557471 0.53856938 0.53856938];2.3081102443395105;15;0.4819704499366133;0;0
['ghost', 'arcade', 'largest', 'arcade', '845'];[0.53856938 1.07713877 0.53856938 2.90056981 0.53856938];3.0618223009418006;11;1.1186833463083157;0;0
['32', '600', '1200', '32', 'tease'];[1.07713877 0.53856938 0.53856938 2.90056981 0.53856938];3.040197398476408;16;1.1186833463083157;0;0
['music', 'stop', 'name', 'game', 'abba'];[0.27008485 0.39877538 0.47836338 0.25898138 0.53856938];1.9447743813783815;5;0.38895487627567626;0;0
['bass', 'kinda', 'thing'];[0.79727231 0.89761564 0.5795348  0.         0.        ];2.274422750909461;3;0.7581409169698204;0;0
['laporta', 'becomes', 'member', 'rfef', 'council'];[0.53856938 0.47836338 0.47836338 0.53856938 0.53856938];2.572434921011638;5;0.5144869842023275;1;1
['play', 'play', 'sugarpaws', 'sweet', 'totally'];[0.69544176 1.20909812 0.53856938 0.53856938 0.53856938];2.5414032104890216;12;0.7040496066129249;0;0
['rous', 'oddly', 'slime', 'videogames', 'ftw'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.472165169417302;20;0.5385693838554461;0;0
['includes', 'quality', 'competent', 'technology', 'crypto'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.2247742512496815;15;0.5385693838554461;0;0
['ensuing', 'deadly', 'frolic', 'seems', 'dream'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.5735666055973145;8;0.5385693838554461;0;0
['ballad', 'kenny', 'burrell', 'guitar', 'chamber'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.5329099003504894;13;0.5385693838554461;0;0
['middle', 'multibillionaires', 'saw', 'wealth', 'soared'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.3128373581676405;16;0.5385693838554461;0;0
['kei', 'kamara', 'douala', 'good', 'luck'];[0.53856938 0.53856938 0.53856938 0.35795139 0.47836338];2.4520229227460453;5;0.49040458454920904;1;1
['skill', 'gain', 'user', 'skill', 'target'];[0.95672677 0.53856938 0.53856938 2.28831528 0.53856938];3.0410808530849733;11;0.9721500398889473;0;0
['globetrotter', 'pumped', 'honor', 'greatest', 'basketball'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.2972345097195976;14;0.5385693838554461;1;1
['maybe', 'like', 'song', 'happy', 'way'];[0.47836338 0.34772088 0.33856938 0.38293913 0.36954978];1.7232164704019282;8;0.3834285120353978;0;0
['severn', 'class', 'great', 'pe', 'afternoon'];[0.53856938 0.47836338 0.39877538 0.53856938 0.53856938];2.3211054323808513;6;0.4985693838554461;1;1
['sunday', 'ride'];[1.19590846 1.34642346 0.         0.         0.        ];2.5423319214452396;2;1.2711659607226198;1;1
['nketiah', 'arsenal', 'contract', 'set', 'expire'];[0.53856938 0.53856938 0.47836338 0.44314513 0.53856938];2.395821026984712;7;0.5074433338401003;1;1
['well', 'finish', 'drawing', 'pending', '2021'];[0.47836338 0.47836338 0.41815739 0.53856938 0.36954978];2.1506239183895457;6;0.45660066294863877;0;0
['game', 'rugby'];[0.64745346 1.34642346 0.         0.         0.        ];1.9938769149412114;2;0.9969384574706057;1;1
['ali', 'colin', 'kaepernick', 'proud', 'lovely'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.411038267706833;13;0.5385693838554461;1;1
['melody', 'weary', 'world'];[0.79727231 0.89761564 0.5795348  0.         0.        ];2.274422750909461;3;0.7581409169698204;0;0
['song', 'record', 'next'];[0.56428231 0.79727231 0.69692898 0.         0.        ];2.0584835902799155;3;0.6861611967599718;0;0
['followed', 'youtube', 'catch', 'vids', 'album'];[0.47836338 0.47836338 0.53856938 0.53856938 0.44314513];2.214425760145502;8;0.49540213401354105;0;0
['motion', 'road', 'rudely', 'interrupted', 'date'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.3521070658519716;22;0.5385693838554461;0;0
['appears', 'discontent', 'amongst', 'establishment', 'bite'];[0.53856938 0.53856938 0.47836338 0.53856938 0.53856938];2.469109805806862;6;0.5265281840288868;0;0
['american', 'student', 'ashamed', 'history', 'identity'];[0.47836338 0.47836338 0.53856938 0.44314513 0.47836338];2.309812456795003;7;0.48336093418698184;0;0
['throw', 'back', '2001', 'gave', 'hitd'];[0.47836338 0.39877538 0.53856938 0.53856938 0.53856938];2.270812275071612;7;0.4985693838554461;0;0
['ambient', 'space', 'relaxing', 'music'];[0.67321173 0.59795423 0.67321173 0.33760606 0.        ];2.281983750155683;4;0.5704959375389208;0;0
['musical', 'ear', 'syndrome', 'happens'];[0.67321173 0.67321173 0.67321173 0.59795423 0.        ];2.617589420361235;4;0.6543973550903087;0;0
['pharaoh', 'forced', 'cancel', 'reported', 'camp'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.4813924762781254;9;0.5385693838554461;1;1
['raju', 'serious', 'jagan', 'price', 'hike'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.562743919710832;10;0.5385693838554461;0;0
['hexagon', 'fight', 'around', 'corner', 'champ'];[0.53856938 0.44314513 0.38293913 0.53856938 0.53856938];2.3539429600294053;6;0.4883584836513138;1;1
['sweater', 'uggs', 'warm', 'hollister', 'coat'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.4252647009092465;9;0.5385693838554461;0;0
['missing', 'la', 'little', 'extra', 'today'];[0.47836338 0.53856938 0.39877538 0.53856938 0.33856938];2.2928469192772303;5;0.45856938385544604;0;0
['style', 'truly', 'described', 'effortless'];[0.55393142 0.67321173 0.67321173 0.67321173 0.        ];2.5735666055973145;4;0.6433916513993286;0;0
['tried', 'reine', 'musette', 'waltz', 'practice'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.2352044939501794;11;0.5265281840288868;0;0
['lol', 'unemployed', 'series', 'flute', 'enjoy'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.463981206230378;7;0.5385693838554461;0;0
['side', 'side', 'bias', 'reporting', 'informed'];[1.07713877 2.90056981 0.53856938 0.53856938 0.53856938];3.239584646110562;12;1.1186833463083157;0;0
['runner', 'runner', 'explorer', 'runner', 'seafoamserpent'];[ 1.61570815  4.35085472  0.53856938 11.71618572  0.53856938];4.28469647041931;25;3.7519774724661255;0;0
['skirt', 'die'];[1.34642346 1.34642346 0.         0.         0.        ];2.69284691927723;2;1.346423459638615;0;0
['graham', 'hood', 'graham', 'hood', 'interview'];[1.07713877 1.07713877 2.90056981 2.90056981 0.53856938];3.5367637956421993;15;1.6987973087611852;0;0
['stronger', 'knife', 'kill', 'kill', 'twice'];[0.53856938 0.53856938 1.07713877 2.90056981 0.53856938];3.414761825069194;11;1.1186833463083157;0;0
['living', 'hell', 'crueltysquad', 'fanart', 'masterpiece'];[0.44314513 0.47836338 0.53856938 0.53856938 0.53856938];2.2612484479815245;7;0.5074433338401003;0;0
['could', 'believe', 'artwork', 'shirt', 'everywhere'];[0.44314513 0.44314513 0.53856938 0.41815739 0.47836338];2.1800288826694816;7;0.4642760839981953;0;0
['kickstarter', 'news', 'update', 'demonstration', 'arclands'];[0.53856938 0.44314513 0.44314513 0.53856938 0.53856938];2.0576045315566596;11;0.500399683477873;0;0
['mercenary', 'fire', 'cyborg', 'mercenary', 'fire'];[1.07713877 1.07713877 0.53856938 2.90056981 2.90056981];3.5184935385109;25;1.6987973087611852;0;0
['good', 'good', 'currupted', 'recall', 'attracted'];[0.71590277 1.28129195 0.53856938 0.53856938 0.53856938];2.3681849379000246;20;0.7225805750291497;0;0
['unfolded', 'begin', 'tracking', 'weekly', 'compete'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.1754568570497645;16;0.5385693838554461;1;1
['s', 's', 'twentieth', 'century', 'fascist'];[0.88629027 1.96377609 0.53856938 0.53856938 0.53856938];2.7145441333046483;25;0.893154901124199;0;0
['game', 'game', 'incredible', 'unmatched', 'game'];[0.79867145 1.06312681 0.53856938 0.53856938 1.41514838];2.2020903245255044;22;0.870817081679647;0;0
['gandhi', 'uttar', 'pradesh', 'poll', 'bound'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.498513128708781;13;0.5385693838554461;0;0
['wave', 'politician', 'brought', 'end', 'never'];[0.53856938 0.47836338 0.53856938 0.41815739 0.53856938];2.2300431022215395;8;0.5024457843757684;0;0
['move', 'silly', 'adjust', 'course', 'move'];[1.07713877 0.53856938 0.53856938 0.53856938 2.90056981];3.4665413173827972;10;1.1186833463083157;0;0
['education', 'system', 'education', 'system', 'process'];[1.07713877 0.88629027 2.90056981 1.96377609 0.53856938];3.0900511978699385;19;1.4732688635770685;1;0
['little', 'connexion', 'body'];[0.69692898 0.89761564 0.89761564 0.         0.        ];2.4921602555012425;3;0.8307200851670808;0;1
['june', '17', 'colleague', 'conversation', 'save'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.297848170552266;19;0.5385693838554461;1;1
['evil', 'survivor', '2000', 'beaten', 'tyrant'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.4732232737093205;12;0.5385693838554461;0;0
['unable', 'repair', 'phone', 'youth', 'suicide'];[0.53856938 0.53856938 0.53856938 0.47836338 0.53856938];2.5386781698418552;7;0.5265281840288868;0;0
['name', 'duo', 'wrong', 'answer'];[0.59795423 0.67321173 0.67321173 0.59795423 0.        ];2.5423319214452396;4;0.6355829803613099;0;0
['impossible', 'jacket', 'dolce', 'gabbana', 'metaverse'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.438745417388048;12;0.5385693838554461;0;0
['fifa', 'men', 'player', 'nominee', 'vote'];[0.53856938 0.41815739 0.47836338 0.53856938 0.44314513];2.192414352763542;8;0.4833609341869818;1;1
['west', 'ham', 'attacker', 'antonio', 'agrees'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.4553100861798622;7;0.5385693838554461;1;1
['say', 'rock', 'full', 'show', 'link'];[0.44314513 0.39877538 0.44314513 0.39877538 0.44314513];2.077643343912846;7;0.42539723294220505;0;0
['fit', 'navy', 'smiling', 'sunglass', 'order'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.43066958297071;12;0.5385693838554461;0;0
['connor', 'rk', '800', 'detroit', 'human'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.538678169841855;7;0.5265281840288868;0;0
['said', 'page', 'mention', 'missing', 'something'];[0.47836338 0.47836338 0.53856938 0.47836338 0.44314513];2.0998414581402236;12;0.48336093418698184;1;1
['nightmare', 'please', 'feel', 'private', 'pick'];[0.53856938 0.53856938 0.47836338 0.53856938 0.53856938];2.383291503205352;12;0.5265281840288868;1;1
['today', 'worked', 'second', 'environment', 'game'];[0.35795139 0.53856938 0.47836338 0.47836338 0.26622382];2.1194713564097305;5;0.4238942712819461;0;0
['action', 'fantasy', 'action', 'development', 'hound'];[0.95672677 0.53856938 2.28831528 0.53856938 0.53856938];2.782362423870626;20;0.9721500398889473;0;0
['controller', 'controller', 'larger', 'controller', '90'];[ 1.61570815  4.35085472  0.53856938 11.71618572  0.53856938];5.082715952481364;19;3.7519774724661255;0;0
['two', 'hat', 'two', 'female', 'hat'];[1.07713877 0.95672677 2.90056981 0.53856938 2.28831528];3.588386492817473;14;1.5522640023418168;0;0
['kalpop', 'joy', 'passion', 'mood', 'around'];[0.53856938 0.53856938 0.53856938 0.53856938 0.44314513];2.488366381540232;7;0.5194845336666596;0;0
['ronaldo', 'defender', 'ronaldo', 'defender', 'precision'];[1.07713877 1.07713877 2.90056981 2.90056981 0.53856938];3.283696974148543;22;1.6987973087611852;1;1
['bos', 'rodgers', 'reluctant', 'rush', 'vardy'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.6068383490875213;7;0.5385693838554461;1;1
['everton', 'chapter', 'goodison', 'supporting', 'toffee'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.2533350029974364;19;0.5385693838554461;1;1
['dnf', 'currently', 'dynamic', 'stage', 'dnf'];[1.07713877 0.53856938 0.53856938 0.53856938 2.90056981];3.1805374784020777;10;1.1186833463083157;0;0
['bigger', 'fight', 'hand', 'fight', 'dislike'];[0.47836338 0.88629027 0.47836338 1.96377609 0.53856938];2.7133565636261627;11;0.8690725014710805;0;0
['life', 'constitution', 'pmmodiji', 'life', 'life'];[1.1488174  0.53856938 0.53856938 2.1996357  4.21163295];3.2314182650783794;16;1.727444964963042;0;0
['22', 'sony', 'playstation', 'north', 'america'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.3159460658486806;13;0.5385693838554461;0;0
['finally', 'finished', 'fm', '7', 'goo'];[0.47836338 0.47836338 0.53856938 0.44314513 0.53856938];2.2604228583073263;8;0.49540213401354105;0;0
['de', 'lucha', 'de', 'furiosos', 'peleadores'];[1.07713877 0.53856938 2.90056981 0.53856938 0.53856938];3.083653180632395;20;1.1186833463083157;0;0
['miss', 'year', 'year', 'away', 'burn'];[0.53856938 0.69544176 1.20909812 0.47836338 0.53856938];2.474221545990364;12;0.6920084067863657;0;0
['positive', 'vibe', 'fi', 'global', 'mind'];[0.47836338 0.47836338 0.53856938 0.53856938 0.47836338];2.1753282207009565;10;0.5024457843757684;0;0
['left', 'silently', 'slipping', 'poverty', 'revitalizing'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.3640255317484264;18;0.5385693838554461;0;0
['music', 'soul', 'word', 'mind'];[0.33760606 0.67321173 0.67321173 0.59795423 0.        ];2.281983750155683;4;0.5704959375389208;0;0
['salah', 'auba', 'win', 'afcon', 'golden'];[0.53856938 0.53856938 0.44314513 0.53856938 0.53856938];2.5129833782692925;6;0.5194845336666596;1;1
['channel', 'channel', 'difused', 'future', 'programme'];[1.07713877 2.90056981 0.53856938 0.53856938 0.53856938];3.031374213975535;18;1.1186833463083157;0;0
['johnson', 'blonde', 'highlight', 'denim', 'monica'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.3595135859438967;12;0.5385693838554461;0;0
['play', 'play', 'bomberman', 'pm', 'est'];[0.71590277 1.28129195 0.53856938 0.47836338 0.53856938];2.2747468875146644;21;0.7105393752025905;0;0
['politics', 'student', 'politics', 'student', 'finding'];[0.73909955 0.95672677 1.36567037 2.28831528 0.53856938];2.853807619688764;24;1.1776762703532127;0;0
['leotard', 'performance', 'leotard', 'performance', 'ahead'];[1.07713877 1.07713877 2.90056981 2.90056981 0.53856938];3.8154038125384204;14;1.6987973087611852;1;1
['furious', 'discover', 'hurling', 'fastest', 'grass'];[0.47836338 0.47836338 0.53856938 0.47836338 0.53856938];2.3290551102089254;7;0.5024457843757684;1;1
['almost', 'wait', 'share', 'announcement', 'meantime'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.360464801600625;15;0.5385693838554461;0;0
['married', 'man', 'trying', 'living', 'playing'];[0.53856938 0.44314513 0.44314513 0.47836338 0.38293913];2.1224947553046523;7;0.45723243363596805;0;0
['party', 'party', 'nfts', 'fundraising', 'presidential'];[0.79755077 1.59021806 0.53856938 0.53856938 0.53856938];2.7434229170547466;14;0.8006953956634031;0;0
['fashion', 'groom', 'wedding', 'shoe'];[0.41286356 0.67321173 0.59795423 0.67321173 0.        ];2.3572412490716785;4;0.5893103122679196;1;0
['mayo', 'turn', 'tg', 'minute', 'dublin'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.374336632728398;13;0.5385693838554461;1;1
['fluctuates', 'lot', 'followed', 'mean', 'lot'];[0.53856938 0.88629027 0.47836338 0.47836338 1.96377609];2.719562052699656;12;0.8690725014710805;0;0
['makeup', 'son', 'might', 'bend', 'knee'];[0.53856938 0.53856938 0.47836338 0.53856938 0.53856938];2.504703171987242;8;0.5265281840288868;0;0
['dizzy', 'dizzy', 'remake', 'pc', 'free'];[1.07713877 2.90056981 0.53856938 0.53856938 0.53856938];3.227407309804042;12;1.1186833463083157;0;0
['dedicated', 'follower', 'fashion'];[0.89761564 0.79727231 0.55048474 0.         0.        ];2.2453726923364945;3;0.7484575641121649;0;0
